PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;57;9;28079057_9_47;2023;10;17;9;V;9;V;9;V;8;V;5;V;4;V;6;V;5;V;8;V;12;V;9;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;57;10;28079057_10_47;2023;10;17;15;V;17;V;16;V;12;V;10;V;8;V;10;V;10;V;14;V;23;V;22;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;57;12;28079057_12_8;2023;10;17;72;V;72;V;83;V;40;V;23;V;16;V;21;V;35;V;109;V;103;V;104;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;58;7;28079058_7_8;2023;10;17;1;V;1;V;1;V;1;V;1;V;1;V;3;V;15;V;7;V;11;V;16;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;58;8;28079058_8_8;2023;10;17;13;V;11;V;8;V;11;V;10;V;11;V;14;V;24;V;23;V;24;V;31;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;58;12;28079058_12_8;2023;10;17;15;V;12;V;10;V;13;V;12;V;12;V;19;V;48;V;34;V;41;V;55;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;58;14;28079058_14_6;2023;10;17;23;V;22;V;20;V;16;V;13;V;12;V;13;V;8;V;11;V;12;V;14;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;59;7;28079059_7_8;2023;10;17;9;V;2;V;3;V;1;V;1;V;1;V;1;V;5;V;31;V;58;V;22;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;59;8;28079059_8_8;2023;10;17;64;V;56;V;45;V;24;V;19;V;18;V;20;V;31;V;44;V;55;V;42;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;59;12;28079059_12_8;2023;10;17;77;V;59;V;50;V;26;V;21;V;20;V;22;V;38;V;91;V;144;V;75;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;59;14;28079059_14_6;2023;10;17;5;V;8;V;9;V;18;V;19;V;19;V;15;V;7;V;4;V;5;V;19;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;60;7;28079060_7_8;2023;10;17;1;V;5;V;7;V;4;V;1;V;1;V;1;V;6;V;29;V;26;V;23;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;60;8;28079060_8_8;2023;10;17;50;V;57;V;54;V;41;V;22;V;20;V;21;V;35;V;46;V;51;V;47;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;60;10;28079060_10_47;2023;10;17;24;V;19;V;23;V;14;V;9;V;8;V;9;V;13;V;20;V;25;V;33;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;60;12;28079060_12_8;2023;10;17;52;V;64;V;65;V;47;V;24;V;21;V;23;V;45;V;91;V;91;V;82;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;079;60;14;28079060_14_6;2023;10;17;6;V;3;V;2;V;6;V;16;V;18;V;17;V;6;V;1;V;7;V;11;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
